50 1.120 61.296 1007.335
100 1.458 1.569 1.620
150 1.793 1.890 1.932
200 2.098 2.197 2.256
250 2.429 2.502 2.572
300 2.725 2.835 2.931
350 3.111 3.185 3.242
400 3.417 3.503 3.577
450 3.729 3.819 3.885
500 4.036 4.134 4.196
550 4.384 4.465 4.490
600 4.770 4.886 8.043
650 5.081 5.163 5.887
700 5.432 5.484 5.527
750 5.715 5.774 5.844
800 6.046 6.098 6.135
850 6.389 6.456 6.482
900 6.745 6.803 7.396
950 7.035 7.111 7.152
1000 7.353 7.411 7.441
1050 7.643 7.731 7.784
1100 8.002 8.095 8.125
1150 8.339 8.422 8.460
1200 8.673 8.743 8.796
1250 8.944 9.035 9.082
1300 9.231 9.351 9.406
1350 9.567 9.699 9.758
1400 10.022 10.060 10.093
1450 10.314 10.377 10.412
1490 10.447 10.764 11.122
1640 11.047 11.135 11.193
1790 11.012 11.126 11.170
1940 11.298 11.345 11.385
2090 11.471 11.568 11.598
2240 11.720 11.828 11.874
2390 12.037 12.088 12.128
2540 12.268 12.337 12.682
2690 12.439 12.544 12.593
2840 12.729 12.780 12.821
2990 13.893 13.947 13.982
3000 13.890 13.944 13.982
3200 13.811 13.937 14.043
3400 14.077 14.155 14.182
3600 14.361 14.464 14.506
3800 14.697 14.786 14.984
4000 15.056 15.117 15.148
4200 15.327 15.422 15.483
4400 15.942 15.993 16.037
4600 16.741 16.831 16.874
4800 16.754 16.885 16.935
5000 17.112 17.195 17.270
5200 17.458 17.529 17.568
5400 17.798 17.834 17.891
5600 18.077 18.173 18.205
5800 18.442 18.532 19.406
6000 19.606 19.685 19.720
6200 19.566 19.675 19.739
6400 19.842 19.946 19.979
6600 20.192 20.258 20.304
6800 20.515 20.587 20.619
7000 20.840 20.901 20.952
7000 20.812 20.906 21.283
7300 21.295 21.382 21.412
7600 22.508 22.570 22.990
7900 22.747 22.826 22.876
8200 23.216 23.320 23.392
8500 23.746 23.801 23.837
8800 24.285 24.345 24.381
9100 25.280 25.409 25.496
9400 25.660 25.746 25.781
9700 26.148 26.214 26.271
10000 26.646 26.707 26.745
