50 2971.42
100 3379.97
150 3640.82
200 3874.16
250 4004.94
300 4157.06
350 4155.57
400 4251.68
450 4325.02
500 4392.46
550 4408.75
600 4387.42
650 4433.77
700 4441.82
750 4501.83
800 4520.01
850 4527.78
900 4526.01
950 4566.87
1000 4586.97
1050 4622.26
1100 4614.84
1150 4620.21
1200 4626.77
1250 4665.47
1300 4693.74
1350 4696.14
1400 4642.58
1450 4666.27
1490 15852.18
1640 13954.09
1790 14768.52
1940 14330.39
2090 14334.00
2240 14087.98
2390 13667.27
2540 13532.44
2690 13567.81
2840 13299.99
2990 11315.10
3000 11345.71
3200 11999.13
3400 12018.99
3600 12006.44
3800 11909.97
4000 11786.65
4200 11803.10
4400 11345.29
4600 10734.12
4800 11072.90
5000 11007.47
5200 10959.67
5400 10921.30
5600 10947.25
5800 10886.81
6000 10124.18
6200 10429.55
6400 10465.32
6600 10439.04
6800 10435.51
7000 10430.61
7000 10452.31
7300 10447.98
7600 9940.96
7900 10110.62
8200 10126.14
8500 10103.04
8800 10076.03
9100 9795.07
9400 9864.21
9700 9873.49
10000 9877.17
