20 4607000.00
320 18078540.00
620 24453510.00
920 27803740.00
1220 30606600.00
1520 31974880.00
1820 35304740.00
2120 36930710.00
2420 31445360.00
2720 33451390.00
3020 35273800.00
3320 37369190.00
3620 40204440.00
3920 43152280.00
4220 44338770.00
4520 45651230.00
4820 47396610.00
5120 50577740.00
5420 51409850.00
5720 47637190.00
6020 48828310.00
6320 48831180.00
6620 50127090.00
6920 50831080.00
7220 52535270.00
7520 56106320.00
7820 56206530.00
8120 58707160.00
8420 60058230.00
8720 61232340.00
9020 56424580.00
9320 58341560.00
9620 59061450.00
9920 57578290.00
10220 60854610.00
10520 62067300.00
10820 60582650.00
11120 61860500.00
11420 65086700.00
11720 68517790.00
12020 69555240.00
12320 68859560.00
12620 65497260.00
12920 65553950.00
13220 65767490.00
13520 64504670.00
13820 66190450.00
14120 68416480.00
14420 69131240.00
14720 69276370.00
15020 70724520.00
15320 72198090.00
15620 70990680.00
15920 71135080.00
16220 69000220.00
16520 69794120.00
16820 70514060.00
17120 71323690.00
17420 70887860.00
17720 71099070.00
18020 72437060.00
18320 73882890.00
18620 74252770.00
18920 74995090.00
19220 75696880.00
19520 75011610.00
19820 72962290.00
20120 73116380.00
20420 74436030.00
20720 74662230.00
21020 74126420.00
21320 74818810.00
21620 75387100.00
21920 77078470.00
22220 78222470.00
22520 76259330.00
22820 78291280.00
23120 74846400.00
23420 75593700.00
23720 76379500.00
24020 76882690.00
24320 77380620.00
24620 77304230.00
24920 77984860.00
25220 78661860.00
25520 79772580.00
25820 79765980.00
26120 79538190.00
26420 78790840.00
26720 77852370.00
27020 77994320.00
27320 78634510.00
27620 79012700.00
27920 79762580.00
28220 80380120.00
28520 81285180.00
28820 80989240.00
29120 81139020.00
29420 80851250.00
29720 80296490.00
30020 79589860.00
30320 80877040.00
30620 80836290.00
30920 80808470.00
31220 81508160.00
31520 81656200.00
31820 82288640.00
32120 82527230.00
32420 82738630.00
32720 81344700.00
33020 83105310.00
33320 81317720.00
33620 80971640.00
33920 81437960.00
34220 81140030.00
34520 82204450.00
34820 83927670.00
35120 84375110.00
35420 85291840.00
35720 83681160.00
36020 84253680.00
36320 82681310.00
36620 83042720.00
36920 84371870.00
37220 84295790.00
37520 83130050.00
37820 83363510.00
38120 83467500.00
38420 83982940.00
38720 84561120.00
39020 85386970.00
39320 84963490.00
39620 84676050.00
39920 85432060.00
40220 84395750.00
40520 84683490.00
40820 84296650.00
41120 83829290.00
41420 84660450.00
41720 84500220.00
42020 85187520.00
42320 85603790.00
42620 85887360.00
42920 85351700.00
43220 86028130.00
43520 84282960.00
43820 84388600.00
44120 84427220.00
44420 84446680.00
44720 85548060.00
45020 85855090.00
45320 85619770.00
45620 86017330.00
45920 86328270.00
46220 87027430.00
46520 86558320.00
46820 86835710.00
47120 85806690.00
47420 85474000.00
47720 85854110.00
48020 86142650.00
48320 86249510.00
48620 86687980.00
48920 87089380.00
49220 87263220.00
49520 87390620.00
49820 87642830.00
