18 0.581
68 0.848
118 1.068
168 1.301
218 1.548
268 1.794
318 2.030
368 2.284
418 2.494
468 2.773
518 2.997
568 3.230
618 3.433
668 3.720
718 3.962
768 4.196
818 4.433
868 4.694
918 4.921
968 5.159
1018 5.401
1068 5.647
1118 5.887
1168 6.131
1218 6.348
1268 6.615
1318 6.846
1368 7.088
1418 7.329
1468 7.575
1490 7.661
1640 8.140
1790 8.160
1940 8.417
2090 8.657
2240 8.928
2390 9.142
2540 9.390
2690 9.546
2840 9.882
2990 10.475
3000 10.388
3200 10.654
3400 10.839
3600 11.178
3800 11.534
4000 11.833
4200 12.146
4400 12.467
4600 13.116
4800 13.209
5000 13.529
5200 13.854
5400 14.165
5600 14.498
5800 14.826
6000 15.580
6200 15.573
6400 15.904
6600 16.197
6800 16.531
7000 16.810
