50 2242.58
100 2563.99
150 2640.77
200 2810.51
250 2869.61
300 2937.75
350 2943.53
400 2981.93
450 3060.34
500 3068.18
550 3091.49
600 3074.93
650 3099.61
700 3122.15
750 3142.15
800 3137.54
850 3138.88
900 3132.36
950 3177.84
1000 3170.52
1050 3194.21
1100 3177.96
1150 3169.46
1200 3193.37
1250 3199.01
1300 3213.28
1350 3191.36
1400 3209.27
1450 3214.96
1490 58487.36
1640 28778.09
1790 31210.16
1940 27665.40
2090 24973.01
2240 22831.82
2390 20822.40
2540 19412.91
2690 18959.29
2840 17956.41
2990 13840.69
3000 13334.28
3200 14364.89
3400 14373.84
3600 13912.70
3800 13766.85
4000 13453.49
4200 13203.64
4400 12399.04
4600 11619.83
4800 11865.42
5000 11892.65
5200 11819.83
5400 11718.29
5600 11661.43
5800 11545.74
6000 10451.47
6200 10902.09
6400 10874.56
6600 10823.39
6800 10909.47
7000 10803.98
7000 10818.90
7300 10664.51
7600 10275.79
7900 10371.05
8200 10353.06
8500 10388.40
8800 10260.57
9100 9947.33
9400 10076.87
9700 10083.13
10000 10052.08
