50 0.525 0.611 0.672
100 0.572 0.648 0.694
150 0.588 0.680 0.739
200 0.620 0.702 0.742
250 0.664 0.741 0.774
300 0.710 0.772 0.806
350 0.720 0.794 0.840
400 0.746 0.824 0.863
450 0.787 0.857 0.900
500 0.841 0.890 0.937
550 0.838 0.933 0.961
600 0.898 0.970 0.996
650 0.916 1.004 1.038
700 0.981 1.063 1.799
750 1.017 1.082 1.115
800 1.032 1.123 1.156
850 1.097 1.162 1.209
900 1.135 1.200 1.259
950 1.131 1.235 1.286
1000 1.179 1.272 1.315
1050 1.232 1.312 1.369
1100 1.259 1.349 1.383
1150 1.308 1.383 1.442
1200 1.367 1.428 1.474
1250 1.419 1.464 1.501
1300 1.444 1.502 1.545
1350 1.492 1.548 1.610
1400 1.509 1.581 1.620
1450 1.539 1.618 1.665
1490 1.563 1.621 1.658
1640 1.554 1.646 1.842
1790 1.580 1.640 1.887
1940 1.519 1.636 1.910
2090 1.532 1.782 1.946
2240 1.643 2.056 2.256
2390 1.952 2.218 2.279
2540 2.095 2.220 2.296
2690 1.952 2.229 2.339
2840 2.013 2.243 2.319
2990 2.133 2.254 2.318
3000 2.112 2.266 2.356
3200 2.140 2.266 2.356
3400 2.102 2.264 2.358
3600 2.170 2.280 2.668
3800 2.124 2.249 2.306
4000 2.145 2.260 2.328
4200 2.134 2.268 2.705
4400 2.097 2.249 2.316
4600 2.156 2.285 2.463
4800 2.136 2.264 2.339
5000 2.180 2.264 2.390
5200 2.210 2.294 2.525
5400 2.229 2.317 2.533
5600 2.211 2.347 2.575
5800 2.267 2.616 2.893
6000 2.590 2.853 2.929
6200 2.624 2.854 2.913
6400 2.483 2.830 2.924
6600 2.699 2.851 2.916
6800 2.693 2.864 3.077
7000 2.640 2.845 2.979
7000 2.752 2.857 2.979
7300 2.695 2.867 2.987
7600 2.746 2.872 2.912
7900 2.815 2.884 2.960
8200 2.798 2.868 2.963
8500 2.823 2.906 4.051
8800 2.814 2.887 3.101
9100 2.853 2.967 3.431
9400 2.895 3.249 3.498
9700 3.250 3.458 3.531
10000 3.257 3.470 3.532
