50 5838.59
100 8525.95
150 10666.66
200 13281.04
250 14650.60
300 16000.00
350 17423.18
400 18578.00
450 19572.81
500 20009.02
550 21008.69
600 20517.64
650 21957.11
700 22423.79
750 23012.52
800 23518.07
850 23789.47
900 24228.57
950 24450.53
1000 24160.45
1050 25019.83
1100 25258.54
1150 25148.82
1200 24770.37
1250 25950.24
1300 26195.88
1350 27597.05
1400 26557.07
1450 26917.22
1490 38591.09
1640 40963.09
1790 45008.65
1940 46878.31
2090 49229.12
2240 36795.36
2390 38395.15
2540 34151.98
2690 37455.98
2840 37713.91
2990 41616.24
3000 41511.77
3200 42719.61
3400 46218.60
3600 48627.48
3800 51887.44
4000 55869.25
4200 58819.45
4400 60154.72
4600 61526.70
4800 65583.65
5000 66836.42
5200 69572.12
5400 70105.53
5600 71697.77
5800 60116.02
6000 56930.36
6200 58764.50
6400 59441.56
6600 62777.94
6800 64720.73
7000 66896.02
7000 65797.50
7300 67438.26
7600 71568.19
7900 73152.74
8200 74603.30
8500 77378.94
8800 77934.59
9100 79702.27
9400 70222.07
9700 72173.76
10000 72650.91
