50 2916.73
100 3298.52
150 3565.26
200 3855.78
250 4008.24
300 4105.83
350 4100.22
400 4195.20
450 4307.69
500 4317.58
550 4403.73
600 4382.82
650 4435.51
700 4478.09
750 4497.90
800 4537.27
850 4522.82
900 4536.78
950 4584.47
1000 4623.44
1050 4607.79
1100 4616.00
1150 4603.10
1200 4638.53
1250 4641.60
1300 4664.94
1350 4644.20
1400 4656.05
1450 4672.62
1490 12403.79
1640 11425.97
1790 11881.00
1940 11858.39
2090 11783.44
2240 11755.67
2390 11678.85
2540 11540.24
2690 11521.21
2840 11466.69
2990 10882.65
3000 10606.20
3200 11027.93
3400 11262.26
3600 11168.52
3800 11171.02
4000 11117.25
4200 11018.53
4400 11069.58
4600 10681.80
4800 10846.83
5000 10878.21
5200 10854.43
5400 10784.02
5600 10856.17
5800 10817.57
6000 10352.24
6200 10604.02
6400 10703.52
6600 10659.84
6800 10674.71
7000 10676.75
7000 10642.84
7300 10624.74
7600 10400.69
7900 10578.50
8200 10621.53
8500 10609.03
8800 10590.71
9100 10420.41
9400 10463.69
9700 10451.14
10000 10444.43
