20 0.969 1.011 1.053
320 2.845 2.938 3.110
620 4.819 4.901 4.941
920 6.824 6.885 6.925
1220 8.823 8.866 8.910
1520 10.992 11.101 11.131
1820 11.080 11.134 11.171
2120 11.553 11.606 11.663
2420 12.077 12.131 12.151
2720 12.503 12.574 12.607
3020 13.527 13.581 13.610
3320 13.578 13.650 13.698
3620 14.115 14.143 14.171
3920 14.544 14.592 14.615
4220 15.067 15.109 15.129
4520 15.972 16.078 16.794
4820 16.076 16.155 16.201
5120 16.534 16.619 16.669
5420 17.031 17.129 17.158
5720 17.513 17.601 18.389
6020 18.379 18.487 18.563
6320 18.493 18.635 18.692
6620 19.001 19.162 19.972
6920 19.440 19.578 19.635
7220 20.088 20.117 20.135
7520 20.932 20.997 21.029
7820 21.087 21.163 21.184
8120 21.552 21.622 21.658
8420 22.098 22.138 22.164
8720 22.513 22.598 22.816
9020 23.419 23.472 23.505
9320 23.635 23.665 23.688
9620 24.123 24.157 24.183
9920 24.574 24.610 24.655
10220 25.062 25.124 25.149
10520 25.848 25.991 26.893
10820 26.095 26.176 26.199
11120 26.581 26.649 26.690
11420 27.097 27.210 28.038
11720 27.556 27.604 27.640
12020 28.300 28.423 28.470
12320 28.653 28.692 28.912
12620 29.119 29.174 29.197
12920 29.581 29.632 29.667
13220 30.077 30.142 30.163
13520 30.838 30.903 31.001
13820 31.154 31.187 31.224
14120 31.616 31.673 31.696
14420 32.105 32.166 32.190
14720 32.546 32.686 33.600
15020 33.239 33.373 33.397
15320 33.660 33.703 33.726
15620 34.112 34.224 35.013
15920 34.622 34.655 34.701
16220 35.118 35.156 35.194
16520 35.711 35.832 35.902
16820 36.063 36.158 36.239
17120 36.563 36.738 37.356
17420 37.036 37.131 37.210
17720 37.605 37.652 37.691
18020 38.198 38.330 38.794
18320 38.670 38.717 38.747
18620 39.117 39.238 40.089
18920 39.586 39.672 39.712
19220 40.075 40.167 40.216
19520 40.759 40.817 41.139
19820 41.184 41.216 41.295
20120 41.665 41.745 42.196
20420 42.136 42.194 42.233
20720 42.956 42.986 43.254
21020 43.225 43.284 43.753
21320 43.693 43.731 43.748
21620 44.130 44.279 45.019
21920 44.644 44.698 44.737
22220 45.741 45.771 46.026
22520 45.729 45.768 45.787
22820 46.182 46.241 46.266
23120 46.659 46.727 46.805
23420 47.175 47.201 47.232
23720 48.114 48.223 48.256
24020 48.234 48.271 48.293
24320 48.709 48.781 49.574
24620 49.201 49.230 49.263
24920 49.653 49.754 50.331
25220 50.656 50.708 50.737
25520 50.725 50.816 51.367
25820 51.223 51.259 51.282
26120 51.725 51.792 52.817
26420 52.191 52.228 52.254
26720 53.078 53.183 53.225
27020 53.270 53.294 53.321
27320 53.720 53.768 53.788
27620 54.209 54.253 54.280
27920 54.689 54.734 54.760
28220 55.640 55.670 55.700
28520 55.765 55.795 55.813
28820 56.137 56.239 56.317
29120 56.631 56.745 56.855
29420 57.095 57.203 57.278
29720 57.979 58.119 58.192
30020 58.296 58.313 58.330
30320 58.771 58.789 58.809
30620 59.231 59.275 59.301
30920 59.737 59.755 59.807
31220 60.559 60.623 60.681
31520 60.783 60.822 61.140
31820 61.262 61.304 61.353
32120 61.753 61.863 62.599
32420 62.198 62.269 62.292
32720 63.037 63.225 64.083
33020 63.284 63.325 63.354
33320 63.785 63.806 63.826
33620 64.273 64.293 64.316
33920 64.747 64.804 65.795
34220 65.557 65.573 65.604
34520 65.777 65.906 66.801
34820 66.305 66.320 66.340
35120 66.774 66.902 67.815
35420 67.267 67.286 67.315
35720 68.007 68.078 68.878
36020 68.307 68.340 68.362
36320 68.804 68.910 69.808
36620 69.287 69.309 69.342
36920 69.766 69.802 70.108
37220 70.498 70.516 70.556
37520 70.811 70.896 71.713
37820 71.228 71.330 71.412
38120 71.704 71.874 72.773
38420 72.283 72.308 72.410
38720 72.966 73.038 73.236
39020 73.342 73.364 73.438
39320 73.782 73.858 74.559
39620 74.304 74.322 74.341
39920 74.775 74.806 74.866
40220 75.449 75.493 75.769
40520 75.829 75.857 75.879
40820 76.318 76.449 77.186
41120 76.813 76.828 76.868
41420 77.303 77.441 78.139
41720 77.775 79.272 118.348
42020 78.238 78.504 83.044
42320 78.661 78.910 79.680
42620 79.137 79.301 79.380
42920 79.972 80.217 80.975
43220 80.272 80.389 80.444
43520 80.734 80.844 80.894
43820 81.239 81.580 87.040
44120 81.694 81.837 81.903
44420 82.307 82.871 83.615
44720 82.799 82.902 82.968
45020 83.367 83.519 84.202
45320 83.733 83.860 83.894
45620 84.240 84.350 84.373
45920 85.055 85.462 86.320
46220 85.273 85.430 86.577
46520 85.764 85.988 86.806
46820 86.259 86.421 86.889
47120 86.719 87.937 120.045
47420 87.540 87.890 89.772
47720 87.788 87.898 88.005
48020 88.317 88.469 88.984
48320 88.718 88.901 89.703
48620 89.229 89.331 89.400
48920 90.180 90.430 91.271
49220 90.232 90.383 90.451
49520 90.790 90.904 90.964
49820 91.301 91.475 92.200
