20 2945.27
320 12759.06
620 21270.21
920 28859.25
1220 31652.17
1520 38893.54
1820 43728.24
2120 50888.16
2420 54944.48
2720 59437.63
3020 72221.54
3320 73356.35
3620 77333.96
3920 78571.08
4220 80385.74
4520 83377.39
4820 83619.83
5120 86439.51
5420 85685.25
5720 85321.77
6020 84854.24
6320 85937.92
6620 87633.91
6920 87103.14
7220 87877.99
7520 88479.60
7820 88204.49
8120 90045.13
8420 89383.40
8720 88026.84
9020 90055.25
9320 89816.38
9620 90448.64
9920 91401.86
10220 90367.33
10520 91077.86
10820 91666.67
11120 91057.18
11420 92279.22
11720 92455.73
12020 91904.12
12320 92079.78
12620 92571.58
12920 92606.68
13220 93226.56
13520 93246.02
13820 93604.89
14120 93839.07
14420 93917.97
14720 93564.59
15020 93610.41
15320 93895.07
15620 94034.69
15920 94403.55
16220 93939.83
16520 94231.88
16820 94388.19
17120 94821.84
17420 94532.24
17720 94495.00
18020 94726.77
18320 94424.23
18620 94591.73
18920 94640.88
19220 95109.77
19520 94707.27
19820 94834.09
20120 95362.11
20420 95397.03
20720 95589.31
21020 95386.04
21320 95419.17
21620 95174.30
21920 95283.71
22220 95537.96
22520 95179.90
22820 95261.09
23120 95505.63
23420 95487.62
23720 95539.26
24020 95956.08
24320 95910.33
24620 95575.56
24920 95822.23
25220 95910.89
25520 95544.91
25820 95825.84
26120 95721.66
26420 95869.82
26720 95664.55
27020 95850.67
27320 95851.50
27620 96032.25
27920 96011.30
28220 95775.80
28520 95970.74
28820 96200.93
29120 96007.80
29420 96176.46
29720 95894.62
30020 96023.78
30320 96352.41
30620 96348.23
30920 96833.00
31220 96215.37
31520 96619.70
31820 96948.77
32120 97256.23
32420 96617.63
32720 96457.42
33020 96689.89
33320 96682.98
33620 97011.05
33920 96537.40
34220 96892.95
34520 97195.59
34820 96618.00
35120 96819.89
35420 96669.52
35720 96490.83
36020 97268.13
36320 96712.80
36620 96921.42
36920 96776.01
37220 96618.31
37520 96807.29
37820 96859.79
38120 96734.34
38420 96640.34
38720 96562.44
39020 96744.37
39320 96909.86
39620 96746.08
39920 96753.95
40220 96859.65
40520 96686.17
40820 96928.66
41120 96811.68
41420 96873.19
41720 97218.71
42020 96805.96
42320 96759.81
42620 96859.53
42920 96669.56
43220 97225.84
43520 96788.34
43820 96949.55
44120 96878.61
44420 96884.81
44720 97004.52
45020 97022.37
45320 97052.47
45620 96995.43
45920 97607.40
46220 97275.60
46520 97254.57
46820 97052.26
47120 97503.29
47420 97276.97
47720 97173.21
48020 97437.66
48320 97157.55
48620 97325.05
48920 97177.04
49220 97400.30
49520 97264.87
49820 97359.44
